"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","M_d6_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C"
"Q9NV31",26,34,5,30,0,0,0,1,0,1,0,0,0,0,6,0,4,1,0,70,44,31,17,18,0,0,0,0,0,0,0,9,0,0,0,4,1,0,9,0
"Q9NW15",42,37,29,111,0,0,0,2,2,8,0,2,4,0,11,2,3,0,0,152,205,106,37,21,0,0,0,0,0,0,0,7,25,22,22,3,11,1,1,19
"Q9NWT6",30,23,6,23,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,117,175,53,38,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Q9NZ45",34,117,73,193,6,0,4,0,1,0,0,3,0,3,1,0,0,0,0,128,69,34,98,38,0,0,0,0,0,0,0,41,83,79,115,0,3,0,1,1
"Q9NZJ4",60,177,136,274,4,0,1,1,39,216,69,149,144,5,52,13,16,20,0,1237,1418,513,406,245,0,0,0,0,0,0,0,76,105,103,95,76,220,304,187,442
"Q9NZR1",10,92,69,153,0,0,27,106,168,396,273,498,524,2,15,3,3,2,0,383,398,175,31,39,0,0,0,0,0,0,0,70,592,610,524,1343,2125,2083,1347,1904
"Q9NZS9",66,8,6,110,5,1,1,1,0,5,1,2,1,1,0,1,1,2,0,317,267,107,100,28,0,0,0,0,0,0,0,0,0,1,0,0,1,15,7,9
"Q9NZT1",181,189,199,511,4,0,5,56,4,16,4,9,10,17,316,179,137,32,0,1306,1248,309,222,129,0,0,0,0,0,0,0,55,511,571,578,419,622,457,352,492
"Q9P0K7",5,2,7,7,1,0,0,0,1,16,3,6,5,0,1,0,0,0,0,63,67,16,0,8,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0
"Q9P0L9",118,317,168,393,13,1,0,0,0,0,0,1,0,0,0,0,0,6,0,799,707,337,259,88,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0
"Q9P0X4",325,17,30,107,1,0,15,12,46,197,115,104,221,3,148,43,41,1,0,1063,1264,626,388,133,0,0,0,0,0,0,0,34,244,262,200,241,375,434,350,508
"Q9P1Y6",3,225,126,308,5,0,0,0,0,2,2,1,1,0,1,0,1,2,6,106,66,65,12,29,0,0,0,0,0,0,0,85,0,0,0,9,14,1,0,0
"Q9P225",16,60,34,41,1,0,0,3,3,58,2,3,17,1,10,3,3,0,0,92,99,114,60,27,0,0,0,0,0,0,0,18,1,9,4,14,40,44,26,110
"Q9P2D7",66,191,200,710,2,0,17,33,18,25,23,24,11,8,68,1,3,10,0,466,354,232,202,28,0,0,0,0,0,0,0,29,214,250,179,484,732,559,371,500
"Q9P2E3",154,16,9,68,0,0,0,2,0,7,3,13,13,0,10,0,2,1,0,199,297,77,94,35,0,0,0,0,0,0,0,13,0,8,0,0,22,34,17,36
"Q9P2G9",5,20,16,25,1,0,0,0,1,2,3,1,3,0,2,0,0,6,0,171,142,34,11,4,0,0,0,0,0,0,0,0,0,1,0,1,27,4,0,9
"Q9P2K9",11,8,12,24,0,0,0,0,1,27,2,25,28,4,13,3,2,9,0,320,191,102,37,6,0,0,0,0,0,0,0,15,10,29,18,9,7,9,0,31
"Q9P2S5",2,0,5,2,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,25,24,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Q9P3T7",4,8,7,5,1,0,1,1,0,0,1,0,0,0,1,0,1,5,0,19,55,39,0,6,0,0,0,0,0,0,0,0,8,1,0,0,4,0,4,4
"Q9P3U1",136,333,283,879,9,0,1,0,4,3,3,6,1,7,0,0,0,47,0,274,318,117,140,32,0,12,13,25,28,31,0,40,5,13,0,2,0,9,1,2
"Q9P3U4",6,3,11,18,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,81,82,42,6,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5
"Q9P4S5",57,45,41,47,0,0,0,0,1,1,0,2,1,0,1,1,1,0,0,143,148,56,44,37,0,0,0,0,0,0,0,9,11,8,9,0,0,0,0,0
"Q9P6K1",19,31,23,29,2,0,0,0,12,19,15,21,25,2,1,1,0,1,0,225,243,118,81,43,0,0,0,0,0,0,0,30,0,1,0,11,12,0,0,19
"Q9P6P3",4,14,18,37,3,0,1,2,5,53,17,19,27,1,7,3,0,2,0,266,237,68,54,17,0,0,0,0,0,0,0,0,0,7,14,16,15,25,51,111
"Q9P775",9,26,17,62,2,0,2,0,0,16,3,2,1,0,1,1,1,0,0,107,143,44,11,10,0,0,0,0,0,0,0,11,1,5,9,0,0,6,0,1
"Q9P7B4",27,45,20,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,213,148,46,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q9P7F1",214,73,78,510,2,0,1,2,9,51,13,29,87,16,28,6,6,52,0,2160,1640,670,755,101,0,0,0,7,0,0,0,23,24,27,31,70,127,153,82,184
"Q9P7G5",5,84,38,94,1,0,0,0,0,0,0,6,0,1,1,1,0,1,0,158,120,65,22,43,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"Q9P7P0",1,4,9,10,0,0,1,0,0,11,0,3,2,4,3,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,5,16,18,32,32,56
"Q9P7P8",0,20,40,118,0,0,0,1,0,0,0,2,0,9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,239,319,182,0,35,0,0,0
"Q9P7S7",33,37,28,111,2,0,0,0,0,0,0,3,0,1,0,0,0,3,0,203,164,84,99,17,0,0,0,0,0,0,0,17,0,6,5,0,0,0,0,0
"Q9P7T8",34,76,80,168,0,0,3,0,6,5,0,14,15,0,4,6,5,11,0,330,417,198,127,11,0,0,0,0,0,0,0,22,6,24,16,31,47,45,3,74
"Q9PT84",73,17,22,79,1,0,0,1,0,70,2,1,4,11,34,14,8,16,0,453,477,155,118,48,0,0,0,0,0,0,0,0,153,234,164,5,10,30,32,25
"Q9QWZ1",15,47,26,79,0,0,5,6,0,0,0,0,0,0,15,23,6,1,0,102,84,49,26,24,0,0,0,0,0,0,0,20,7,0,0,60,83,8,0,23
"Q9QX72",9,19,5,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,46,98,12,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,22
"Q9QXE5",5,2,1,3,1,0,0,0,5,23,16,26,34,2,158,76,64,5,0,289,518,348,158,69,0,0,0,0,0,0,0,33,1,0,1,9,10,37,0,14
"Q9QXN5",139,5,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,288,188,146,56,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Q9QXX8",2,10,15,27,1,0,0,0,0,6,1,0,1,0,3,1,1,1,0,56,67,21,22,9,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0
"Q9QYI4",34,14,22,33,0,0,0,0,0,0,0,2,0,1,1,0,1,3,0,216,178,64,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Q9QYI7",17,86,74,169,2,0,0,5,7,25,11,37,19,3,66,37,24,9,0,294,345,163,69,36,0,0,0,0,0,0,0,22,57,69,126,114,75,100,39,105
"Q9QYZ3",46,46,46,104,2,0,0,0,1,2,0,1,3,0,5,2,10,5,0,160,135,83,25,39,0,0,0,0,0,0,0,5,59,91,57,0,0,0,7,0
"Q9QZU7",9,37,27,46,13,2,0,0,0,0,0,2,0,0,1,0,0,2,0,387,240,156,117,21,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
"Q9R053",398,322,275,767,5,0,1,6,7,57,10,25,29,7,40,17,10,67,0,2200,2079,911,695,255,0,0,0,0,0,0,0,72,138,156,125,126,227,135,157,253
"Q9R0D8",23,37,35,25,0,0,22,25,0,0,0,1,0,1,0,0,0,0,0,25,39,9,5,6,0,0,0,0,0,0,0,0,1,1,1,219,355,180,238,189
"Q9R1P4",44,118,52,133,3,0,0,2,0,1,0,1,0,4,1,0,0,4,0,449,393,165,341,33,0,0,0,0,0,0,0,37,0,0,0,0,13,0,0,7
"Q9R9J1",122,197,175,307,2,0,1,1,9,23,5,20,8,6,1,3,2,15,0,846,711,253,394,70,0,0,5,0,0,0,0,71,0,9,0,83,69,89,85,102
"Q9RA11",155,16,16,36,2,0,0,1,1,2,2,2,6,1,71,11,40,1,0,372,459,199,134,38,0,0,0,0,0,0,0,0,1,1,7,18,50,20,0,40
"Q9RBP5",22,57,32,113,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,297,366,198,66,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q9RKB5",726,234,137,558,7,0,0,1,14,33,37,41,54,2,1,1,8,8,0,2087,1978,758,780,233,0,0,0,0,0,0,0,106,0,28,14,31,46,19,34,49
"Q9RPT1",57,118,78,98,0,0,0,2,0,3,4,6,2,3,0,0,0,0,0,243,245,92,113,35,0,0,0,0,0,0,0,47,5,0,0,1,9,0,1,0
"Q9RYB4",73,20,15,61,0,0,0,1,2,9,1,2,1,0,0,0,2,0,0,260,181,61,47,16,0,0,0,0,0,0,0,5,0,0,0,7,8,10,0,11
"Q9S170",12,43,43,99,0,0,2,0,0,3,0,5,6,3,100,43,67,14,0,142,165,38,27,20,0,0,0,0,0,0,0,7,224,200,267,25,12,12,2,14
"Q9S281",45,28,39,98,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,436,281,133,97,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Q9S5E2",635,73,16,83,1,0,0,3,0,0,0,6,0,5,79,33,42,1,0,1777,1102,413,811,86,0,0,0,0,0,0,0,0,10,34,21,0,10,7,0,1
"Q9S726",145,103,81,143,4,0,1,2,0,2,2,2,1,8,80,25,18,8,0,455,443,177,101,68,0,0,0,0,0,0,0,10,200,266,258,7,21,19,19,12
"Q9S7Q2",107,54,36,91,4,3,0,0,0,2,0,0,5,2,0,0,0,10,0,318,584,199,123,91,0,0,0,0,0,0,0,22,0,0,4,0,31,7,0,12
"Q9S7U9",56,115,90,221,5,0,2,5,5,11,9,12,10,4,3,1,3,8,0,254,169,64,60,30,0,0,0,0,0,0,0,58,88,146,91,28,70,46,34,29
"Q9S7X6",7,42,19,103,0,0,0,0,0,1,1,0,0,2,1,0,0,2,0,89,112,60,57,17,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"Q9S845",2,42,28,60,5,0,7,1,0,0,0,0,1,0,0,0,0,1,0,97,141,76,0,1,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
"Q9S9T7",16,21,20,63,2,0,1,0,2,0,0,1,0,0,6,10,0,0,0,125,121,39,55,20,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,1
"Q9SA18",35,84,41,127,2,0,0,0,0,4,0,2,1,6,76,24,23,4,0,532,542,231,119,61,0,0,0,0,0,0,0,30,1,0,9,11,1,12,8,18
"Q9SA27",1,3,2,5,2,0,0,0,11,39,17,40,33,1,1,0,0,0,0,185,120,39,70,9,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0
"Q9SA52",30,112,64,143,6,0,1,1,2,3,3,13,2,7,19,15,7,8,0,485,356,149,127,67,0,0,0,0,0,0,0,49,23,33,16,15,24,42,19,28
"Q9SA73",77,183,77,277,0,0,0,0,0,0,0,12,0,4,25,4,2,0,0,587,530,186,346,69,0,0,1,0,0,0,0,38,3,3,1,0,0,0,4,0
"Q9SAA9",54,38,11,66,0,0,0,0,0,0,0,6,0,2,0,0,0,4,0,560,478,165,228,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q9SAB0",22,22,22,53,2,0,0,0,0,6,3,1,0,0,0,2,0,0,0,70,70,35,2,41,0,0,0,0,0,0,0,0,1,0,13,3,17,0,4,18
"Q9SAH5",58,37,23,49,1,0,0,0,0,0,0,9,1,1,24,15,16,0,0,182,167,81,107,15,0,0,0,0,0,0,0,23,5,1,6,0,0,0,1,16
"Q9SAR5",31,110,36,75,2,1,257,397,117,397,175,621,615,40,4542,3061,2400,8,0,3903,3672,1551,1785,433,0,13,0,0,0,0,0,163,2453,5013,3008,4885,8552,10310,10511,6616
"Q9SB50",38,11,13,22,4,0,0,0,0,0,0,0,0,3,2,2,0,5,0,235,231,106,29,27,0,0,0,0,0,0,0,8,0,0,0,4,10,0,0,0
"Q9SB51",0,1,1,2,1,0,0,1,3,7,3,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,1,0
"Q9SBJ1",172,119,123,187,5,0,14,13,11,3,5,13,6,4,91,57,28,2,0,692,670,255,344,71,0,0,0,0,0,0,0,53,80,96,78,149,182,132,128,79
"Q9SCQ2",1,5,3,6,0,0,0,1,0,2,0,0,1,1,1,0,1,6,0,16,16,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"Q9SCY5",35,28,23,35,0,0,0,0,0,8,0,4,2,0,44,22,15,1,0,165,118,44,44,26,0,0,0,0,0,0,0,22,0,1,4,11,9,1,1,19
"Q9SEL6",10,40,30,71,0,0,0,4,0,0,2,3,0,0,13,6,3,8,0,91,84,81,40,11,0,0,0,0,0,0,0,15,28,19,54,0,0,7,0,4
"Q9SF16",290,265,243,375,10,2,179,344,3,1,3,9,4,10,1,1,0,43,0,1121,1188,470,427,115,0,0,0,0,0,0,0,92,18,8,23,1772,2715,2473,1986,2111
"Q9SFB3",12,93,45,161,4,0,18,10,6,11,2,10,16,2,54,41,21,5,0,401,448,221,100,37,0,0,0,0,0,0,0,23,25,21,35,78,137,122,73,178
"Q9SFB8",102,237,213,474,2,0,1,21,41,52,30,80,65,1,10,10,7,18,0,1136,1039,466,401,120,0,0,0,0,0,0,0,20,29,17,35,323,479,447,276,565
"Q9SFE9",0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
"Q9SFU0",187,66,49,152,1,0,10,9,0,0,2,5,6,11,36,16,20,24,0,794,748,248,236,90,0,0,0,0,0,0,0,2,7,14,23,261,354,297,230,183
"Q9SGA6",763,557,391,398,6,1,33,186,25,9,13,6,8,1,719,192,381,23,0,1688,1531,749,1105,218,0,0,0,0,0,0,0,136,977,1001,825,965,1557,1002,1189,790
"Q9SGC1",21,48,15,85,1,0,0,1,1,1,1,4,2,10,11,3,2,7,0,404,413,173,125,42,0,0,0,0,0,0,0,0,1,1,0,1,13,29,0,21
"Q9SHG6",21,47,36,106,2,0,0,0,0,1,1,1,1,0,69,33,31,5,0,282,281,95,67,59,0,0,0,0,0,0,0,25,38,21,14,0,1,0,0,1
"Q9SHJ3",24,10,3,30,0,0,0,0,0,2,6,3,5,0,1,0,3,0,0,102,136,71,31,3,0,0,0,0,0,0,0,0,0,0,1,6,13,1,0,13
"Q9SHL7",2,43,40,93,4,0,0,0,0,1,0,1,1,1,0,1,1,1,0,86,122,48,0,15,0,0,0,0,0,0,0,27,6,0,0,0,0,1,0,1
"Q9SHZ1",8,19,14,38,0,0,0,2,9,46,23,33,42,0,4,3,2,3,0,28,50,14,1,5,0,1,0,0,0,0,0,0,87,72,90,74,80,52,25,65
"Q9SIC9",123,131,111,283,3,0,1,3,24,72,57,26,49,5,75,17,25,72,0,667,626,351,282,138,0,4,0,0,0,0,0,63,287,380,348,94,252,137,153,326
"Q9SIH1",0,47,64,71,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,1,1,0,0,0
"Q9SIP7",1249,960,600,1466,36,146,0,0,0,0,0,18,0,0,0,0,0,84,156,1459,1553,515,1084,285,103,7,12,5,3,5,0,156,0,0,0,0,0,0,0,0
"Q9SJ20",474,10,4,55,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,1109,799,344,761,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q9SJA1",13,39,30,81,0,0,0,0,2,1,2,8,3,4,16,8,11,21,0,354,373,103,154,35,0,0,0,0,0,0,0,17,11,26,39,0,4,2,28,29
"Q9SJD4",111,186,74,302,1,1,2,1,2,5,2,5,2,4,1955,1062,733,12,0,1056,1083,494,614,125,0,0,0,0,0,0,0,50,2012,2502,1739,106,107,70,35,211
"Q9SJF3",17,6,24,27,1,0,0,0,0,0,0,1,0,0,5,0,1,9,0,260,179,87,105,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q9SJI8",42,5,10,23,1,0,15,9,19,165,30,104,228,0,108,63,46,0,0,666,472,215,305,39,0,0,0,0,0,0,0,0,241,273,204,160,381,345,347,312
"Q9SJK6",3,7,4,18,1,0,0,0,3,17,3,11,12,0,1,1,0,11,0,117,134,38,84,20,0,0,0,0,0,0,0,6,0,1,0,0,18,0,0,1
"Q9SJY5",27,102,65,167,0,0,2,11,0,4,0,9,1,6,7,3,4,0,0,252,208,93,80,39,0,0,0,0,0,0,0,20,0,3,1,103,148,142,57,134
"Q9SK39",8,154,59,154,6,1,3,36,29,80,108,109,130,1,28,43,15,56,0,547,563,241,280,94,0,0,0,0,0,0,0,40,237,236,277,519,720,572,395,512
"Q9SKX5",0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Q9SKZ5",956,1,1,6,0,0,28,32,46,263,142,190,235,3,228,116,174,2,0,2306,1487,611,1419,103,0,0,0,0,0,0,0,0,548,723,543,507,859,823,836,745
"Q9SL02",42,56,41,142,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,443,436,172,82,51,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Q9SLG9",16,123,82,213,5,1,0,0,0,0,0,10,0,0,0,0,0,15,0,529,531,179,200,58,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0
"Q9SM43",27,8,16,33,0,0,0,0,7,9,4,13,8,8,7,1,2,0,0,185,193,134,103,35,0,0,0,0,0,0,0,4,1,0,1,1,21,15,23,14
"Q9SMH3",24,35,21,59,1,0,0,0,7,63,12,19,35,0,21,1,14,9,0,421,304,102,98,20,0,0,0,0,0,0,0,19,15,7,16,0,77,89,25,158
"Q9SMI3",1118,350,26,16,1,1,537,468,117,122,470,45,139,13,69,65,60,32,0,3464,2927,1668,2705,557,0,0,0,0,0,0,0,197,205,189,208,3339,5046,3626,5495,2286
"Q9SMZ4",30,13,4,20,0,0,0,0,1,3,2,1,2,0,38,36,19,5,0,294,246,103,38,19,0,0,0,0,0,0,0,0,0,1,0,1,11,19,31,39
"Q9SP08",0,6,5,5,0,0,0,0,0,0,1,1,0,0,3,2,4,0,0,11,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,5
"Q9SQN2",280,28,61,112,1,0,30,28,9,131,67,197,328,2,87,32,66,1,0,1242,1354,591,430,103,0,0,0,0,0,0,0,52,234,357,225,179,511,425,327,530
"Q9SR00",20,54,65,83,6,0,16,18,14,24,61,30,77,1,116,150,110,1,0,546,576,239,209,67,0,0,0,0,0,0,0,11,211,230,256,279,478,270,205,312
"Q9SR22",1,190,105,175,2,0,1,1,0,1,1,1,1,0,7,9,2,1,0,75,52,24,0,0,0,0,0,0,0,0,0,70,0,29,18,0,1,0,0,32
"Q9SR77",17,1,1,0,4,0,1,0,2,3,3,6,3,10,79,35,34,9,0,622,568,204,105,26,0,0,0,0,0,0,0,42,10,9,5,4,23,10,0,17
"Q9SRE0",3,10,3,3,0,0,2,13,15,23,32,45,67,0,91,23,25,5,0,30,53,25,17,20,0,0,0,0,0,0,0,0,138,112,153,149,190,192,121,166
"Q9SRH6",5,19,17,38,0,0,1,0,0,0,0,1,0,2,35,24,16,0,0,193,346,123,49,18,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0
"Q9SRK7",5879,569,512,1262,7,0,2,2,8,9,15,20,25,2,488,382,241,0,0,10263,7908,3284,4365,605,0,0,0,0,0,0,0,9,782,986,674,141,297,225,194,219
"Q9SS81",65,1,5,28,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,101,130,49,38,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Q9SSA5",41,16,14,126,0,0,0,0,0,3,0,4,1,1,41,6,7,0,0,218,281,81,31,15,0,0,0,0,0,0,0,0,1,0,0,8,34,59,36,48
"Q9SSJ8",4,4,2,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,27,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q9ST27",1,35,45,151,1,1,8,34,21,142,32,54,123,1,50,12,7,6,0,183,171,100,69,16,0,0,0,0,0,0,0,19,149,192,121,121,397,510,259,531
"Q9ST43",2,723,279,805,4,0,76,132,148,504,179,387,485,16,74,80,36,8,0,1197,965,423,950,104,0,10,0,0,0,0,0,98,638,1170,499,1751,3277,3193,3051,1989
"Q9STD3",236,387,286,684,63,2,45,47,120,473,238,394,482,1,354,173,130,49,0,2174,1992,684,930,157,24,48,39,50,36,19,0,58,720,929,624,527,889,984,711,883
"Q9STH1",15,126,95,272,9,1,2,16,0,1,3,5,3,0,21,1,1,0,0,57,47,24,23,6,0,0,0,0,0,0,0,54,15,6,11,177,272,278,138,179
"Q9STS3",3,25,26,34,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,25,26,11,12,0,0,0,0,0,0,0,0,21,1,3,1,0,7,5,0,6
"Q9SUG6",12,88,98,58,0,0,0,1,1,1,0,7,1,5,1,1,1,7,0,246,261,91,71,23,0,0,0,0,0,0,0,52,0,0,0,1,33,0,1,0
"Q9SUK9",118,177,193,400,3,0,8,3,8,23,4,20,31,2,20,2,10,8,0,795,753,329,150,85,0,0,0,0,0,0,0,35,59,77,30,126,226,202,187,186
"Q9SUP1",6,20,3,14,2,0,6,6,24,54,44,152,124,0,18,1,6,6,0,93,114,45,21,11,0,0,0,0,0,0,0,14,76,35,28,356,542,313,211,322
"Q9SUS4",4,7,3,14,0,0,6,3,25,89,55,68,122,0,195,140,110,2,0,125,138,58,39,21,0,0,0,0,0,0,0,0,305,412,242,208,351,433,339,535
"Q9SVV9",4843,23,30,133,1,0,1,5,93,647,35,588,1040,23,122,56,16,4,0,8360,7672,3308,6281,566,0,0,0,0,0,0,0,14,370,552,283,178,575,745,346,683
"Q9SW18",107,95,42,122,7,0,6,21,2,5,2,22,1,5,0,0,0,0,0,468,377,118,126,59,0,0,0,0,0,0,0,6,0,1,2,141,214,181,207,182
"Q9SWE7",19,37,78,75,3,55,71,71,58,256,98,143,205,2,965,505,307,4,0,229,185,79,64,29,32,18,28,31,37,37,0,8,974,909,1017,905,1240,954,817,941
"Q9SWH4",71,24,53,80,0,0,0,0,2,0,2,5,1,0,18,7,11,0,0,253,204,87,48,20,0,0,0,0,0,0,0,21,8,0,1,0,10,10,6,0
"Q9SX29",0,20,11,42,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,1,10,3,1,0
"Q9SXD1",46,171,176,419,13,0,5,1,0,0,0,10,0,0,0,1,0,17,0,480,730,368,123,79,0,0,0,0,0,0,0,128,0,5,4,0,34,0,8,14
"Q9SXD8",132,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,210,275,160,79,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q9SY09",187,310,269,534,369,0,0,6,21,180,97,5,3,0,1,0,0,32,0,245,186,85,92,21,46,85,107,101,119,88,0,8,1,0,0,8,6,6,7,5
"Q9SY14",173,397,302,739,9,0,1,4,1,14,3,14,2,6,102,51,30,7,4,1425,1815,843,266,165,0,0,0,0,0,0,0,101,35,41,24,39,104,106,30,95
"Q9SY59",61,45,41,85,1,0,1,0,0,0,1,1,1,1,1,1,1,24,0,354,283,246,273,52,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,9
"Q9SYM4",12,25,11,44,2,0,0,0,0,0,0,12,0,0,0,0,0,3,0,162,226,67,41,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Q9SYM5",103,108,109,232,0,1,246,537,2,16,2,5,8,14,49,19,16,12,0,983,908,390,420,79,0,0,0,0,0,0,0,39,48,27,33,1610,2805,2761,2435,2482
"Q9SZ83",120,5,5,31,0,0,0,0,0,7,0,16,0,8,7,0,1,20,0,705,569,258,374,47,0,0,0,0,0,0,0,4,0,0,0,5,3,1,5,5
"Q9SZL6",2,7,6,27,0,0,0,0,0,0,0,0,0,1,3,0,2,2,0,35,47,25,18,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0
"Q9T034",19,37,33,101,3,2,42,54,1,1,4,4,1,1,5,1,2,14,0,103,100,25,23,18,0,0,0,0,0,0,0,10,14,15,8,457,572,380,462,367
"Q9T042",200,118,65,195,8,0,0,2,3,7,4,23,4,6,17,2,1,12,0,715,717,302,232,97,0,0,0,0,0,0,0,39,86,60,62,13,34,36,14,33
"Q9T0D6",0,21,15,16,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,0,0,0,0,0,0,0
"Q9TM45",7,3,7,3,0,0,1,11,10,6,3,13,20,0,71,49,36,3,0,257,208,121,103,26,0,0,0,0,0,0,0,0,0,0,10,75,156,124,93,118
"Q9TSZ3",32,55,57,188,3,0,1,0,0,5,0,11,3,3,6,2,1,15,0,477,531,271,114,53,0,0,0,0,0,0,0,17,6,1,7,3,15,25,7,35
"Q9TT16",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"Q9TTU3",3,18,18,24,1,0,0,0,7,5,1,5,10,0,3,1,1,3,0,100,40,21,0,0,0,0,0,0,0,0,0,7,1,11,0,23,48,26,0,26
"Q9TV66",50,86,43,150,12,0,5,3,7,30,16,31,62,13,119,49,22,23,0,678,671,269,149,87,0,0,0,0,0,0,0,38,163,142,148,170,238,116,126,217
"Q9TW32",196,123,103,248,3,0,8,15,0,0,0,7,1,0,46,26,19,4,0,688,723,261,116,93,0,0,0,0,0,0,0,49,11,44,18,76,90,61,56,49
"Q9TXQ1",49,320,254,631,11,0,6,3,1,3,2,10,3,1,33,21,4,20,0,581,757,238,172,71,0,4,0,0,0,0,0,166,84,141,31,18,35,50,8,50
"Q9TYP1",1,29,28,64,1,0,1,0,1,0,1,3,0,1,1,0,0,2,0,226,158,18,26,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"Q9U1H8",1,14,8,13,0,0,0,0,8,6,13,6,11,0,0,3,0,0,0,25,41,23,7,0,0,0,0,0,0,0,0,0,29,45,53,1,10,0,1,1
"Q9U1S7",374,104,158,292,0,1,2,2,2,7,4,2,6,1,58,4,1,3,0,335,253,275,194,65,0,0,0,0,0,0,0,19,236,282,229,7,48,42,14,20
"Q9U213",5,20,12,73,3,0,1,1,0,0,2,1,1,1,1,0,1,8,0,203,187,100,33,6,0,0,0,0,0,0,0,11,0,0,0,0,10,0,1,1
"Q9UBV2",3,18,21,66,0,0,0,0,0,0,0,1,1,1,3,6,2,2,0,82,93,60,0,12,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,7
